title,label,label_encoder,cleaned_text 
"A Pimp Just Revealed Trump Also Raped 12-Year-Old Girl, Threat To Kill Witnesses",FAKE,0,pimp reveal trump also rap year old girl threat kill witness
Rapper Lil Wayne: “My Life Was Saved by a White Man. I Don’t Know What Racism is.”,FAKE,0,rapper lil wayne life save white man know racism
Evangelical Leader: Trump Campaign Broken from the Inside,REAL,1,evangelical leader trump campaign break inside
These political scientists may have just discovered why U.S. politics are a disaster,REAL,1,political scientists may discover politics disaster
"Jindal won't ""evolve"" on same-sex marriage",REAL,1,jindal win evolve sex marriage
"New Report Blames Air Pollution For Deaths Of 600,000 Children Every Year",FAKE,0,new report blame air pollution deaths 600 000 children every year
Russia and Iran both propping up Assad. A balancing act?,REAL,1,russia iran prop assad balance act
Elizabeth Warren Backs Hillary Clinton,REAL,1,elizabeth warren back hillary clinton
Friend from university is an arse now,FAKE,0,friend university arse
"Critics on Islam: Time to Face Facts, Mr. President",REAL,1,critics islam time face facts president
Massive “Hillary For Prison” sign held up at World Series game 5 infuriates liberals,FAKE,0,massive hillary prison sign hold world series game infuriate liberals
"Trump and Brexit Defeat Globalism, for Now Anyway",FAKE,0,trump brexit defeat globalism anyway
Clinton ‘appalled’ by effort to recoup veterans’ bonuses,FAKE,0,clinton appal effort recoup veterans bonuses
Is Your VACCINATED Child a ‘Haz Mat’?,FAKE,0,vaccinate child haz mat
"Distracted by Election 2016, No One Resisted the Deep State’s Patriot Act 2",FAKE,0,distract election 2016 one resist deep state patriot act
Republican women increasingly fear party is alienating female voters,REAL,1,republican women increasingly fear party alienate female voters
Police arrest suspects across Europe in rush to minimize terror threat (+video),REAL,1,police arrest suspect across europe rush minimize terror threat video
Russia Preparing for Nuclear World War III with NATO USA Breaking News November 5 2016,FAKE,0,russia prepare nuclear world war iii nato usa break news november 2016
Jeb Bush invokes MLK as he unveils education plan,REAL,1,jeb bush invoke mlk unveil education plan
Trump tries to smooth things over with GOP insiders,REAL,1,trump try smooth things gop insiders
Deutsche Bank Considering Alternatives To Paying Cash Bonus,FAKE,0,deutsche bank consider alternatives pay cash bonus
Black Trump Supporter: ‘We need somebody that loves America’,FAKE,0,black trump supporter need somebody love america
Pope Francis announces biggest changes to annulment process in centuries,REAL,1,pope francis announce biggest change annulment process centuries
"GOP Presidential Hopefuls Serve Up Ice Cream, Cheese And Red Meat To Iowans",REAL,1,gop presidential hopefuls serve ice cream cheese red meat iowans
Lots Of Candidates Want To Simplify Tax Code; Here's What They Get Wrong,REAL,1,lot candidates want simplify tax code get wrong
Hillary Clinton explains why she won't say 'radical Islam',REAL,1,hillary clinton explain win say radical islam
Law enforcement took more stuff from people than burglars did last year,REAL,1,law enforcement take stuff people burglars last year
"Trump launches 1st TV ad, as 2016 candidates barnstorm Iowa, NH",REAL,1,trump launch 1st 2016 candidates barnstorm iowa
US uses Tunisia as drone base for Libya operations - report,FAKE,0,use tunisia drone base libya operations report
"For the Record: Iowa, why can't we quit you?",REAL,1,record iowa quit
Gingrich slut-shames Megyn Kelly,FAKE,0,gingrich slut sham megyn kelly
"US economy added 223,000 jobs in April",REAL,1,economy add 223 000 job april
Education Secretary Arne Duncan stepping down,REAL,1,education secretary arne duncan step
"Comment on Macy’s “dump Trump” backfires as 30,000 irate customers cut up their cards by MeThePeople",FAKE,0,comment macy dump trump backfire 000 irate customers cut card methepeople
"Blood money, killer cops: How privatization is funding the racist logic of America’s police",REAL,1,blood money killer cop privatization fund racist logic america police
17 Shot Dead As Chicago Records Deadliest Weekend Of 2016,FAKE,0,shoot dead chicago record deadliest weekend 2016
The New World Order is melting in the heat of its own contradiction,FAKE,0,new world order melt heat contradiction
November 3: Daily Contrarian Reads,FAKE,0,november daily contrarian read
Living in a 5G World: Wireless Pollution is Getting Out of Control,FAKE,0,live world wireless pollution get control
Trump vows to win: 'I'm not going anywhere',REAL,1,trump vow win anywhere
The Greatest Wealth Transfer In History Nears As ‘Deep State’ Now Pulling Out All The Stops,FAKE,0,greatest wealth transfer history near deep state pull stop
Concert plus campaign: Clinton turns to celebrities in homestretch,FAKE,0,concert plus campaign clinton turn celebrities homestretch
Worst Of Saudi Economic Slump Yet To Come,FAKE,0,worst saudi economic slump yet come
HA HA! Look At Arkansas Today Trump +28,FAKE,0,look arkansas today trump
State Department will not release 22 'top secret' Clinton emails,REAL,1,state department release top secret clinton email
Hillary's Iowa reset: Is it enough?,REAL,1,hillary iowa reset enough
Huma’s Weiner Dogs Hillary,FAKE,0,huma weiner dog hillary
A lawyer explains how Ariel could have got out of her contract with Ursula in The Little Mermaid,FAKE,0,lawyer explain ariel could get contract ursula little mermaid
Obese Woman Loses More Than 100 Kilograms After Breaking Up With Her Feeder Boyfriend,FAKE,0,obese woman lose 100 kilograms break feeder boyfriend
Trump Supporter Arrested for Voting Twice…to fight “vote rigging”,FAKE,0,trump supporter arrest vote twice fight vote rig
"Do Trump's Groping, Clinton's Lying, &amp; Johnson's Honesty Disqualify Them from the Presidency?",REAL,1,trump grope clinton lie amp johnson honesty disqualify presidency
GOP leadership race gets personal,REAL,1,gop leadership race get personal
Frustrated Trump advisers pan him for lousy debate prep (anonymously),REAL,1,frustrate trump advisers pan lousy debate prep anonymously
Re: Are There 4 Million Dead Voters Waiting To Elect Hillary Clinton?,FAKE,0,million dead voters wait elect hillary clinton
Human Rights group alarmed at extra-judicial killings of MQM workers' by para-military force in Pakistan,FAKE,0,human right group alarm extra judicial kill mqm workers para military force pakistan
Don’t underestimate Rand Paul as a 2016 presidential contender,REAL,1,underestimate rand paul 2016 presidential contender
Russia joins France striking ISIS stronghold in Syria,REAL,1,russia join france strike isis stronghold syria
John Boehner's parting gift to Paul Ryan,REAL,1,john boehner part gift paul ryan
Six Gulf Protectors Arrested Challenging Gulf Oil Drilling,FAKE,0,six gulf protectors arrest challenge gulf oil drill
Jeb Bush just proved that Dubya was the smart one all along,REAL,1,jeb bush prove dubya smart one along
Bill Clinton makes powerful case for Hillary in personal speech at the DNC,REAL,1,bill clinton make powerful case hillary personal speech dnc
CodeSOD: A Type of Test,FAKE,0,codesod type test
Man wildly optimistic ahead of flat pack assembly,FAKE,0,man wildly optimistic ahead flat pack assembly
Middle Class Decline Looms over Final Years of Obama Presidency,REAL,1,middle class decline loom final years obama presidency
Breaking Down the Crooked Clintons with Special Guest: ChangeDaChannel,FAKE,0,break crook clintons special guest changedachannel
The 2016 election in 5 easy charts,REAL,1,2016 election easy chart
America's racial generation gap takes an ugly political turn,REAL,1,america racial generation gap take ugly political turn
Video shows moment of 'El Chapo's' escape from prison,REAL,1,video show moment chapo escape prison
Charles Koch Pines For More Influence In Republican Presidential Primary,REAL,1,charles koch pin influence republican presidential primary
"Private Equity Consultant Hamilton Lane Trots Out New Excuse, “Evil Populists,” for Already-Flagging Private Equity Performance",FAKE,0,private equity consultant hamilton lane trot new excuse evil populists already flag private equity performance
Senator Mark Kirk Mocks Disabled Veteran Tammy Duckworth for Mixed-Race Heritage,FAKE,0,senator mark kirk mock disable veteran tammy duckworth mix race heritage
The Daily 202: How Democrats are dominating early voting in Nevada,REAL,1,daily 202 democrats dominate early vote nevada
New Exoplanet Discoveries Reveal Red-Dwarf Stars as Likely Hosts to Large Populations of Earth-Like Water Worlds,FAKE,0,new exoplanet discoveries reveal red dwarf star likely host large populations earth like water worlds
3 Charlotte Area Counties Report Voting Machines Picking Wrong Candidates,FAKE,0,charlotte area counties report vote machine pick wrong candidates
"Clinton crime family must be taken down... ARREST THEM ALL: Clinton, Podesta, Abedin, Lynch, Mook, Stephanopoulos and all the co-conspirators",FAKE,0,clinton crime family must take arrest clinton podesta abedin lynch mook stephanopoulos conspirators
SOME FLA. RESIDENTS PLAN ARMED TRICK-OR-TREATING AFTER CREEPY CLOWN THREATS,FAKE,0,fla residents plan arm trick treat creepy clown threats
"Donald Trump, a fallen soldier, and the myth of game-changing moments",REAL,1,donald trump fall soldier myth game change moments
"Putin Takes On The NWO, October 2016",FAKE,0,putin take nwo october 2016
Zakharova: The US is protecting Al-Nusra from being destroyed,FAKE,0,zakharova protect nusra destroy
Eric Trump: A candidate under investigation is ‘unthinkable’,FAKE,0,eric trump candidate investigation unthinkable
Texas troopers to ask drivers their race following investigation,REAL,1,texas troopers ask drivers race follow investigation
Michael Hudson on Meet the Renegades,FAKE,0,michael hudson meet renegade
Is This Trump’s Biggest Financial Con Yet?,REAL,1,trump biggest financial con yet
‘Conspiracy Theorists’ Believe They’ve Found Justice Scalia’s MURDER Plot,FAKE,0,conspiracy theorists believe find justice scalia murder plot
Re: Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,FAKE,0,get ready civil unrest survey find americans concern election violence
"Combat veterans face ‘cruel’ struggle to prove their service to VA, amid missing records",REAL,1,combat veterans face cruel struggle prove service amid miss record
This Is The Future: Tree-Shaped Vertical Farms That Grow 24 Acres Of Crops,FAKE,0,future tree shape vertical farm grow acres crop
"Among this group of GOP primary voters, Trump is the Porsche of candidates",REAL,1,among group gop primary voters trump porsche candidates
Jordan Strikes At ISIS; Obama Said To Be Preparing To Request War Powers,REAL,1,jordan strike isis obama say prepare request war power
